title,release_date,popularity,vote_average,runtime,genres,on_netflix
Lust for Life,1956-09-15,4.478691,7.1,122.0,Drama,False
La Dolce Vita,1960-02-05,11.063822,7.9,174.0,"Comedy, Drama",False
Jin-Roh: The Wolf Brigade,1999-11-17,5.993402,7.4,102.0,"Animation, Science Fiction, Thriller",False
Rush,1991-12-22,10.584954,6.9,120.0,"Crime, Drama",True
Captain Blood,1935-12-19,4.738446,7.3,119.0,"Adventure, Romance",False
The Lift,1983-05-11,1.583504,5.6,95.0,"Horror, Science Fiction, Thriller",False
Batteries not Included,1987-12-18,11.492174,6.3,106.0,"Comedy, Family, Fantasy, Science Fiction",False
Educating Rita,1983-09-21,2.172275,6.3,110.0,"Drama, Comedy, Romance",False
On Moonlight Bay,1951-07-26,0.435193,6.3,95.0,"Comedy, Music, Romance",False
Sansho the Bailiff,1954-03-31,5.104286,8.7,124.0,Drama,False
Zazie dans le métro,1960-10-28,3.297004,6.6,89.0,"Comedy, Fantasy",False
The Americanization of Emily,1964-10-27,1.537428,6.1,115.0,"Comedy, Romance",False
Anne of the Thousand Days,1969-12-18,3.163027,7.0,145.0,"Drama, Romance, History",False
Baby Doll,1956-12-18,1.581449,7.2,114.0,Drama,False
L'Avventura,1960-05-15,9.595757,7.6,143.0,"Drama, Mystery",False
Beyond the Valley of the Dolls,1970-07-17,3.129943,6.6,109.0,"Comedy, Drama, Thriller",False
Hiroshima Mon Amour,1959-06-10,6.953676,8.0,90.0,"Drama, History, Romance",False
"The 1,000 Eyes of Dr. Mabuse",1960-09-13,1.685889,7.1,99.0,"Mystery, Crime, Thriller",False
Ugetsu,1953-03-26,5.525119,8.1,94.0,"Fantasy, Drama, Mystery",False
At Play in the Fields of the Lord,1991-12-06,2.151436,5.8,189.0,"Drama, Romance",False
The Golden Coach,1952-12-05,0.687293,7.3,103.0,"History, Comedy, Drama",False
The War Is Over,1966-05-10,0.661107,5.7,121.0,"War, Drama",False
Mystery of the Wax Museum,1933-02-18,2.356071,6.3,77.0,"Horror, Mystery, Thriller",False
The Day of the Jackal,1973-05-15,6.320225,7.3,143.0,"Action, Thriller",False
The Razor's Edge,1946-11-19,4.420637,6.1,145.0,"Drama, Romance",False
The Walking Dead,1936-03-14,1.057723,6.6,66.0,"Crime, Horror, Science Fiction",False
War of the Buttons,1994-09-29,2.166408,7.2,94.0,Family,False
The Other,1972-05-23,1.764306,6.0,108.0,"Drama, Horror, Mystery",True
Dexter the Dragon & Bumble the Bear,1983-02-03,0.559828,7.3,84.0,Animation,False
Night of the Living Dead,1990-10-18,10.644165,6.7,88.0,Horror,False
Drums Along the Mohawk,1939-11-03,7.179812,6.5,104.0,"Romance, Drama, History, War, Western",False
The Maltese Falcon,1931-06-13,1.706761,5.9,80.0,"Crime, Mystery",False
I Love You Again,1940-08-09,1.46809,6.8,99.0,"Comedy, Drama, Romance",False
Safety Last!,1923-04-01,4.394823,7.7,70.0,"Comedy, Romance",False
While the City Sleeps,1956-05-30,5.249028,7.0,100.0,Drama,False
The Way Ahead,1944-06-09,2.97028,6.8,115.0,"Drama, War",False
Little Murders,1971-02-09,1.612885,6.8,110.0,Comedy,False
Viridiana,1961-05-17,5.407513,7.6,90.0,Drama,False
Totally Fucked Up,1993-01-12,1.520025,6.5,78.0,"Comedy, Drama",False
Masterminds,1997-08-22,6.963206,4.1,106.0,"Comedy, Action, Thriller",False
You're a Big Boy Now,1966-09-09,2.134702,5.9,97.0,"Comedy, Romance, Drama",False
Lupin the Third: The Castle of Cagliostro,1979-12-15,7.932795,7.5,110.0,"Adventure, Animation, Comedy",False
Arizona Dream,1993-01-06,5.465995,7.2,142.0,"Fantasy, Comedy, Drama, Romance",False
Chaos,2000-06-30,1.095095,6.1,90.0,"Drama, Foreign, Mystery, Thriller",False
Queen Christina,1933-12-26,2.886254,6.8,99.0,"Drama, History, Romance",False
Battleground,1949-11-09,2.746799,6.4,118.0,"Action, Adventure, Drama, War",False
Citizen Toxie: The Toxic Avenger IV,2001-11-01,4.693487,6.2,109.0,"Comedy, Horror",False
Hooper,1978-07-28,2.991742,6.1,107.0,"Action, Comedy",False
The Crazy Stranger,1997-08-10,1.481076,7.8,102.0,"Drama, Music, Romance",False
3 Women,1977-04-03,3.18357,6.8,124.0,Drama,False
The Green Pastures,1936-08-01,0.113381,5.3,93.0,Drama,False
Take Me Out to the Ball Game,1949-03-09,1.795678,6.9,93.0,"Comedy, Music, Romance",False
Grey Gardens,1975-09-27,3.019245,7.2,100.0,Documentary,False
Frogs,1972-03-10,7.706248,4.1,91.0,"Horror, Mystery",False
Purple Rain,1984-07-27,9.190328,6.6,111.0,"Drama, Music, Romance",False
Signs of Life,1968-07-05,1.245559,6.5,91.0,Drama,False
Point of No Return,1993-03-19,11.113039,6.0,108.0,"Crime, Drama, Thriller",False
Short Time,1990-05-04,1.302083,6.5,97.0,"Comedy, Crime",False
The Hairdresser's Husband,1990-10-03,4.050762,7.2,82.0,"Comedy, Drama, Romance",False
Cromwell,1970-09-16,2.766155,6.6,139.0,"Drama, History, War",False
Jamon Jamon,1992-09-03,4.117851,6.2,95.0,"Comedy, Drama, Romance",False
College,1927-09-10,0.959282,7.0,66.0,"Drama, Comedy, Romance",False
Mitchell,1975-09-10,1.588835,4.4,97.0,"Crime, Drama, Action",False
Ten Little Indians,1965-09-09,2.922684,6.5,90.0,"Crime, Drama, Mystery, Thriller",False
The Idiot,1951-05-23,2.147226,7.3,166.0,"Romance, Drama",False
Used People,1992-12-16,1.345197,6.0,115.0,"Comedy, Drama, Romance",False
The Swan,1956-04-26,0.36218,6.7,104.0,"Comedy, Drama, History, Romance",False
The Most Dangerous Game,1932-09-16,3.295206,7.2,63.0,"Adventure, Horror, Thriller",False
The Front Page,1931-04-04,0.798285,7.0,101.0,Comedy,False
Dolls,2002-09-05,4.416932,7.6,114.0,"Drama, Romance",False
Three Came Home,1950-02-20,0.122293,6.5,106.0,"War, Drama",False
Our Man in Havana,1959-12-30,6.603651,6.9,111.0,"Drama, Action, Comedy, Thriller",False
The Man Who Came to Dinner,1942-01-24,1.097462,6.0,112.0,"Comedy, Romance",False
Sunday Bloody Sunday,1971-07-01,2.454107,6.4,110.0,Drama,False
The Cowboys,1972-01-13,3.189566,7.0,131.0,"Action, Adventure, Drama, Western",False
Make Way for Tomorrow,1937-05-09,2.890527,7.7,91.0,"Drama, Romance",False
The Major and the Minor,1942-09-16,1.283194,6.4,100.0,"Comedy, Romance",False
The Caine Mutiny,1954-06-24,8.999948,7.2,124.0,"Drama, War",False
Black Narcissus,1947-01-01,8.657125,7.7,100.0,Drama,False
H.M.S. Defiant,1962-04-15,0.525019,6.6,101.0,"History, Drama, Action, Adventure",False
Escape from Alcatraz,1979-06-22,11.837667,7.3,111.0,"Crime, Drama",False
Oliver Twist,1948-06-28,6.061655,7.5,116.0,"Adventure, Drama, Family",False
Skokie,1981-11-17,1.322607,6.0,125.0,"TV Movie, Drama",False
Shrek 2,2004-05-19,16.22986,6.7,93.0,"Adventure, Animation, Comedy, Family, Fantasy",False
The Day After Tomorrow,2004-05-26,15.049695,6.2,124.0,"Action, Adventure, Science Fiction, Thriller",False
Raising Helen,2004-05-27,12.448933,5.9,119.0,"Drama, Comedy, Romance",False
Soul Plane,2004-05-28,8.604389,4.7,86.0,"Romance, Comedy",False
Baadasssss!,2004-01-20,4.081547,6.7,108.0,Drama,False
The Mother,2003-01-01,3.551063,6.3,112.0,"Drama, Romance",False
Saved!,2004-01-21,5.084509,6.3,92.0,"Comedy, Drama",False
Time of the Wolf,2003-08-28,2.379551,6.4,113.0,Drama,False
Harry Potter and the Prisoner of Azkaban,2004-05-31,28.460276,7.7,141.0,"Adventure, Fantasy, Family",False
Mindhunters,2004-05-07,7.600017,6.3,106.0,"Mystery, Thriller, Crime",False
Zatoichi,2003-09-06,6.428263,7.3,111.0,"Adventure, Drama, Action",False
The Chronicles of Riddick,2004-06-11,5.060352,6.3,119.0,"Action, Science Fiction",False
Garfield,2004-06-10,10.003679,5.2,80.0,"Animation, Comedy, Family",False
The Stepford Wives,2004-06-10,10.81552,5.4,93.0,"Action, Comedy, Science Fiction",False
Bright Future,2003-01-18,1.685394,6.8,92.0,"Drama, Mystery",False
The Hunting of the President,2004-06-20,0.842853,8.0,90.0,Documentary,False
Napoleon Dynamite,2004-06-11,10.287419,6.7,95.0,Comedy,False
City of Joy,1992-04-15,1.408176,6.3,132.0,Drama,True
The Doctor,1991-07-24,8.337242,6.6,122.0,Drama,False
The Dresser,1983-12-06,1.182646,6.8,118.0,Drama,False
Father Hood,1993-08-27,2.011108,5.5,95.0,"Action, Comedy, Family",False
For Me and My Gal,1942-10-21,6.165341,6.2,104.0,"Drama, Music, Romance",False
Hello Again,1987-11-06,1.078703,5.1,96.0,"Fantasy, Drama, Comedy, Science Fiction, Romance",False
Hope Springs,2003-05-09,10.284616,5.1,90.0,"Comedy, Romance",False
Love Finds Andy Hardy,1938-07-22,0.899034,6.5,91.0,"Comedy, Romance",False
Lover Come Back,1961-11-20,5.076113,6.5,107.0,"Comedy, Romance",False
Police Academy: Mission to Moscow,1994-06-09,6.168241,4.1,83.0,"Comedy, Crime",False
Ring of Bright Water,1969-06-18,0.508126,3.2,107.0,"Drama, Family, Foreign",False
Big Wednesday,1978-05-26,11.589692,6.8,120.0,Drama,False
Fool for Love,1985-12-06,0.830943,5.7,106.0,"Drama, Romance",False
Give My Regards to Broad Street,1984-11-28,1.134476,4.5,109.0,"Drama, Music",False
The Hi-Line,2000-05-05,0.211159,4.0,95.0,"Drama, Romance",False
The Last of Sheila,1973-06-14,1.569849,7.1,120.0,"Crime, Mystery, Thriller",False
The Playboys,1992-04-22,1.044831,6.3,117.0,"Drama, Romance",False
Star!,1968-07-18,0.585397,6.0,176.0,"Drama, Music, Romance",False
We're Not Married!,1952-07-11,1.241513,5.7,86.0,"Comedy, Romance",False
Wish You Were Here,1987-07-24,0.290331,5.8,92.0,"Comedy, Drama, Foreign, Romance",False
The Adventures of Sherlock Holmes,1939-09-01,2.561651,7.2,85.0,"Crime, Mystery, Thriller",False
Book of Love,1990-08-03,0.603549,5.4,82.0,"Comedy, Romance",False
Helen of Troy,1956-01-26,5.489068,6.8,118.0,"Action, Adventure, Drama, Romance, War",False
The Hound of the Baskervilles,1939-03-31,2.722222,7.3,80.0,"Mystery, Thriller",False
Hour of the Wolf,1968-01-01,4.665202,7.4,90.0,"Drama, Horror",False
The Molly Maguires,1970-01-27,2.27258,5.9,124.0,"Drama, History",False
Suddenly,1954-10-07,1.859033,6.4,75.0,"Crime, Drama, Thriller",False
Urban Ghost Story,1998-07-13,0.085069,4.0,82.0,"Mystery, Thriller",False
Possessed,1947-07-26,3.122447,6.8,108.0,"Drama, Romance, Thriller",False
Dying of Laughter,1999-03-12,0.396431,6.1,113.0,"Comedy, Foreign",False
Kings Row,1942-04-18,0.877933,6.0,127.0,"Romance, Drama, Mystery",False
The Kid Brother,1927-01-17,1.13281,7.5,82.0,"Comedy, Drama",False
The Divorcee,1930-04-19,0.648708,5.6,84.0,Drama,False
Meet the Applegates,1991-02-01,0.399156,5.0,90.0,"Comedy, Science Fiction",False
Robot Carnival,1987-07-21,1.193577,6.9,92.0,"Animation, Fantasy, Science Fiction",False
Americathon,1979-08-10,0.942425,2.3,86.0,Comedy,False
The Chipmunk Adventure,1987-05-22,3.624446,5.8,77.0,"Adventure, Animation, Family",False
Sands of Iwo Jima,1949-12-14,2.828371,6.2,100.0,"Action, Drama, History, War",False
This Island Earth,1955-06-01,3.187177,5.6,87.0,"Mystery, Adventure, Science Fiction, Horror, Thriller",False
The ComDads,1983-11-23,4.727034,6.2,92.0,Comedy,False
Anthony Adverse,1936-08-29,0.332132,6.3,141.0,"Action, Drama, Romance",False
Blackboard Jungle,1955-03-25,4.582859,6.9,101.0,Drama,False
Moment by Moment,1978-12-22,0.292719,1.3,102.0,"Drama, Romance",False
It Had to Be You,2000-01-01,0.608227,5.8,90.0,"Comedy, Romance",False
Luna Papa,1999-09-08,1.257822,6.5,103.0,"Drama, Comedy",False
The Long Way Home,1997-09-19,0.426526,0.0,120.0,"Documentary, History, War",False
Investigation of a Citizen Above Suspicion,1970-02-09,4.772045,7.9,115.0,Drama,False
True Love,1989-09-15,1.082105,4.8,104.0,"Comedy, Romance",False
To Each His Own,1946-03-12,0.956142,5.2,122.0,Drama,False
The Heiress,1949-10-06,4.72533,7.7,115.0,"Drama, Romance",False
State Fair,1945-08-29,1.81628,6.2,96.0,"Music, Romance",False
Dragon Seed,1944-07-20,0.602598,3.3,145.0,Drama,False
Executive Suite,1954-05-06,2.171544,6.7,104.0,Drama,False
Johnny Belinda,1948-09-14,5.361702,6.3,102.0,Drama,False
Super Size Me,2004-01-17,5.266103,6.6,100.0,"Documentary, Comedy, Drama",False
Johnny Eager,1941-12-09,1.671505,5.3,107.0,Drama,False
None But the Lonely Heart,1944-10-17,1.038789,5.7,113.0,"Drama, Romance",False
La Jetée,1962-02-16,7.282665,7.9,28.0,"Romance, Science Fiction",False
"Distant Voices, Still Lives",1988-09-29,1.402994,6.8,84.0,Drama,False
The King of Kings,1927-01-01,1.487999,5.6,155.0,"Drama, History",False
Northwest Passage,1940-02-23,1.028599,6.3,126.0,"Adventure, History, Western, Drama",False
The Picture of Dorian Gray,1945-03-01,9.080158,7.5,110.0,"Fantasy, Drama, Horror, Thriller",False
The Born Losers,1967-08-18,1.345165,5.3,113.0,"Action, Drama",False
The Human Condition I: No Greater Love,1959-01-15,2.756995,8.5,208.0,"War, Drama, History",False
Samsara,2001-01-01,0.976452,7.1,138.0,"Romance, Drama, Adventure",False
Bachelor Mother,1939-06-30,0.90772,5.7,82.0,"Comedy, Romance",False
Please Don't Eat the Daisies,1960-03-31,1.014931,5.7,112.0,"Comedy, Family, Romance",False
Siddhartha,1972-08-01,0.366362,5.3,83.0,"Drama, Mystery",False
White Heat,1949-09-02,11.300976,7.8,114.0,"Crime, Drama, Thriller",False
Scrooge,1951-10-31,13.294639,7.5,86.0,"Fantasy, Drama",False
Memphis Belle,1990-09-07,8.854911,6.4,107.0,"Drama, War, Action",False
The Cincinnati Kid,1965-10-15,3.670599,7.0,102.0,Drama,True
Animal Factory,2000-08-01,6.432071,6.6,94.0,"Crime, Drama",False
The Panic in Needle Park,1971-07-13,8.802676,6.5,110.0,"Drama, Romance",False
Pretty Baby,1978-04-05,5.793494,6.2,110.0,"Drama, History",False
Godzilla vs. Mechagodzilla,1974-03-20,1.931568,6.3,84.0,"Action, Science Fiction",False
The Hitcher,1986-02-21,5.648114,6.9,97.0,"Action, Horror, Thriller",False
Show Boat,1951-07-13,2.01799,6.9,107.0,"Music, Romance",False
Ivanhoe,1952-01-01,5.956582,6.9,106.0,"Action, Adventure, Drama, Romance",False
Box of Moonlight,1996-08-29,6.254986,7.1,112.0,"Comedy, Drama",False
The Eel,1997-05-12,1.094509,6.3,117.0,Drama,False
Fear X,2003-01-13,2.059918,5.9,88.0,"Thriller, Mystery, Foreign",False
Freaks,1932-02-20,9.074348,7.7,64.0,"Drama, Horror",True
The Immigrant,1917-06-17,3.933922,7.5,20.0,"Comedy, Drama",False
Silent Movie,1976-06-17,8.636492,6.7,86.0,Comedy,False
A Matter of Life and Death,1946-08-22,6.486938,8.0,104.0,"Fantasy, Drama, Romance",False
Anna Christie,1930-02-21,0.843203,5.6,89.0,"Drama, Romance",False
It Lives By Night,1974-01-15,0.35394,1.6,95.0,Horror,False
Deep Cover,1992-04-15,3.573392,6.8,107.0,"Action, Thriller, Crime",False
Dr. Jekyll and Mr. Hyde,1931-12-31,4.749049,7.3,98.0,"Horror, Science Fiction",False
My Little Chickadee,1940-02-09,0.732382,7.5,83.0,"Comedy, Western",False
The High and the Mighty,1954-07-03,2.955607,5.5,147.0,"Action, Adventure, Drama, Thriller",False
The Ugly Dachshund,1966-02-16,2.159291,6.4,93.0,"Comedy, Drama, Family",False
Around the World in 80 Days,2004-06-16,7.825072,5.7,120.0,"Action, Adventure, Comedy",False
I'll Sleep When I'm Dead,2003-05-14,2.787144,5.3,97.0,"Drama, Action, Thriller, Crime",True
DodgeBall: A True Underdog Story,2004-06-18,11.967379,6.2,92.0,Comedy,False
The Terminal,2004-06-17,14.092373,7.1,128.0,"Comedy, Drama",False
Dear Frankie,2004-05-18,3.571208,7.1,105.0,"Drama, Family",False
White Chicks,2004-06-23,7.723341,6.3,109.0,Comedy,False
The Door in the Floor,2004-07-18,3.495966,6.0,111.0,Drama,False
The Notebook,2004-06-25,15.239013,7.7,123.0,"Romance, Drama",False
Two Brothers,2004-04-07,5.300303,6.9,109.0,"Adventure, Drama, Family",False
De-Lovely,2004-07-02,3.748162,6.3,125.0,"Drama, Music",False
The Intended,2002-06-06,0.11524,0.0,110.0,"Thriller, Drama",False
Kaena: The Prophecy,2003-01-02,1.369728,5.4,85.0,"Animation, Adventure",False
Back to Bataan,1945-05-30,2.68989,5.5,95.0,"Drama, Action, War",False
Bloodhounds of Broadway,1989-11-03,0.641979,5.6,93.0,"Drama, Comedy, Music, Romance",False
A Day at the Races,1937-06-11,4.815005,7.5,111.0,Comedy,False
Flying Leathernecks,1951-08-28,0.807745,6.7,102.0,"Action, Drama, War",False
"Now You See Him, Now You Don't",1972-07-12,1.215839,7.2,88.0,"Comedy, Family",False
Plain Dirty,2003-01-20,0.125076,4.0,103.0,"Romance, Thriller, Drama",False
Bob & Carol & Ted & Alice,1969-09-17,1.81433,6.2,101.0,"Comedy, Drama",False
The Littlest Rebel,1935-11-22,0.672074,5.4,70.0,"Comedy, Drama, Family, War",False
Reconstruction,2003-05-17,2.19353,6.4,92.0,"Drama, Romance",False
Will Vinton's Claymation Christmas Celebration,1987-12-21,0.26361,7.6,24.0,"Animation, Comedy",False
Happenstance,2000-06-12,1.705466,6.1,90.0,"Romance, Drama, Comedy",False
Kops,2003-02-06,2.939129,6.4,90.0,"Action, Comedy",False
Comandante,2003-02-14,1.090011,7.1,99.0,Documentary,False
Undead,2003-09-04,2.764816,5.5,97.0,"Horror, Action, Comedy, Science Fiction",False
The Scarlet and the Black,1983-02-02,3.522699,6.4,143.0,"Drama, History, Romance, TV Movie, War",False
Into the Woods,1991-03-15,0.708742,7.9,153.0,"Drama, Music",False
Pirates of Silicon Valley,1999-05-10,8.172132,6.8,97.0,"Documentary, Drama",False
Manufacturing Consent: Noam Chomsky and the Media,1992-11-06,1.044237,7.6,167.0,Documentary,False
The Clock,1945-04-25,0.549031,6.6,90.0,"Romance, Drama",False
Leave Her to Heaven,1945-12-19,8.033213,7.0,110.0,"Drama, Romance, Thriller",False
Rapa Nui,1994-09-09,7.180346,6.2,107.0,Adventure,False
Roxie Hart,1942-02-20,1.090093,7.0,75.0,"Comedy, Romance, Music",False
Mayor of the Sunset Strip,2003-06-17,0.572591,7.2,94.0,Documentary,False
Killing Me Softly,2002-05-10,7.734182,5.6,100.0,"Drama, Thriller, Mystery, Romance",False
The Winter War,1989-12-30,3.777036,7.2,189.0,"Drama, War",False
The Philadelphia Experiment,1984-08-03,13.378587,6.1,102.0,Science Fiction,False
The Wheeler Dealers,1963-01-01,1.355896,6.4,107.0,"Comedy, Romance",False
Juice,1992-01-17,5.547398,7.0,96.0,"Action, Crime, Drama, Thriller",False
The Secret Life of Girls,1999-05-29,0.607193,6.0,90.0,"Comedy, Drama",False
The Flim-Flam Man,1967-08-22,0.51878,6.7,104.0,Comedy,False
Revenge of the Pink Panther,1978-07-19,6.970037,6.4,104.0,"Action, Comedy, Crime, Thriller",False
Riders,2002-05-08,9.205244,5.4,83.0,"Crime, Action, Thriller",False
I Am Dina,2002-03-08,6.978177,5.5,125.0,Drama,False
The Escapist,2002-01-01,0.92004,5.9,88.0,"Action, Thriller, Drama, Crime",False
Angels with Dirty Faces,1938-11-26,9.937706,7.6,97.0,"Drama, Action, Crime",False
Zero for Conduct,1933-04-07,1.880791,6.8,41.0,"Comedy, Drama",False
Shadows,1959-11-11,2.316931,7.2,87.0,Drama,False
Coming Out,1989-11-08,0.599984,7.0,113.0,"Drama, Romance",False
Taxi,1998-04-04,7.668149,6.5,86.0,"Action, Comedy, Crime",False
Taxi 3,2003-01-29,5.892859,5.5,82.0,"Action, Comedy",False
Pull My Daisy,1959-11-11,0.161218,5.5,26.0,,False
Tokyo Godfathers,2003-12-29,6.288949,7.7,92.0,"Animation, Drama",False
The Butcher,1970-02-27,2.183945,7.0,90.0,"Drama, Foreign, Thriller",False
Our Hospitality,1923-11-19,2.830289,7.7,73.0,"Comedy, Drama, Family",False
All of Me,1984-09-07,9.335812,6.4,93.0,"Fantasy, Comedy, Science Fiction, Romance",False
The Farmer's Daughter,1947-01-01,1.015109,5.5,97.0,"Comedy, Romance",False
Lassie Come Home,1943-10-07,2.343313,6.4,88.0,"Adventure, Drama, Family",False
The Time of Your Life,1948-09-03,0.124445,4.0,109.0,"Comedy, Drama",False
Overboard,1987-12-16,5.549621,6.7,106.0,"Comedy, Romance",False
The Mask of Fu Manchu,1932-11-05,1.151116,5.2,68.0,"Adventure, Fantasy, Horror",False
By the Light of the Silvery Moon,1953-03-26,0.239039,5.7,101.0,"Comedy, Music, Romance",False
BUtterfield 8,1960-11-04,4.605205,5.4,109.0,Drama,False
Johnny Guitar,1954-05-26,4.918293,7.6,110.0,"Drama, Western",False
Sister My Sister,1994-07-14,1.336506,6.0,104.0,"Drama, Thriller",False
The Exterminating Angel,1962-05-01,5.038905,7.8,95.0,"Comedy, Drama, Fantasy",False
ivans xtc.,2000-09-12,1.916908,5.2,94.0,Drama,False
Fahrenheit 9/11,2004-06-25,6.83946,6.9,122.0,,False
Roxanne,1987-06-19,11.394307,6.4,107.0,"Comedy, Romance",False
Freedom Downtime,2001-01-01,0.298721,7.7,121.0,"Drama, Documentary, Foreign",False
The Same River Twice,2003-01-17,0.073597,7.0,78.0,Documentary,False
Dr. Terror's House of Horrors,1965-02-23,3.412202,5.9,98.0,Horror,False
Confessions of a Burning Man,2003-10-23,0.28021,4.0,83.0,Documentary,False
Search and Destroy,1995-01-01,0.737602,6.1,90.0,"Action, Comedy, Drama, Thriller",False
The Book of Life,1998-08-22,0.684968,6.9,63.0,"Comedy, Fantasy",False
Such a Long Journey,1998-09-13,0.001207,0.0,113.0,Drama,False
Hard Times,1975-09-04,3.427039,6.7,93.0,Drama,False
Secret Society,2000-10-29,0.042036,0.0,92.0,"Action, Comedy, Drama",False
The Last Starfighter,1984-07-13,5.984133,6.5,101.0,"Adventure, Science Fiction, Action",False
Tank,1984-03-16,1.833948,5.8,113.0,"Action, Adventure, Comedy, Drama, Thriller",False
Last Cannibal World,1977-02-08,2.661296,6.3,88.0,"Adventure, Horror",False
Spider-Man 2,2004-06-25,10.834506,6.7,127.0,"Action, Adventure, Fantasy",False
America's Heart and Soul,2004-07-04,0.108422,4.3,84.0,"Documentary, Family",False
Before Sunset,2004-02-10,7.048957,7.6,80.0,"Drama, Romance",False
The Clearing,2004-07-02,4.755759,5.6,95.0,"Drama, Mystery, Thriller",False
King Arthur,2004-07-07,8.862107,6.1,126.0,"Adventure, War, History",False
Anchorman: The Legend of Ron Burgundy,2004-07-09,10.33012,6.7,94.0,Comedy,False
