title,release_date,popularity,vote_average,runtime,genres,on_netflix
The Violent Professionals,1973-08-22,0.542048,6.0,104.0,"Thriller, Crime",False
Gambling City,1975-01-23,0.001435,0.0,101.0,"Drama, Action, Thriller, Crime",False
Silent Action,1975-04-05,0.000783,0.0,98.0,"Drama, Action, Crime",False
The Suspicious Death of a Minor,1975-08-12,0.896633,6.5,100.0,"Crime, Thriller, Comedy",False
A Man Called Blade,1977-08-13,2.114454,7.0,96.0,Western,False
The Mountain of the Cannibal God,1978-05-23,1.917511,5.7,99.0,"Adventure, Horror",False
Island of the Fishmen,1979-01-18,1.273167,6.6,93.0,"Science Fiction, Horror",False
"Saturday, Sunday and Friday",1979-06-06,0.113966,4.7,108.0,Comedy,False
The Great Alligator,1979-11-03,0.481113,2.7,89.0,Horror,False
Don't Play with Tigers,1982-01-15,1.874153,5.3,148.0,Comedy,False
The Scorpion with Two Tails,1982-09-17,0.470938,3.5,94.0,Horror,False
Se tutto va bene siamo rovinati,1983-12-29,9.4e-05,0.0,95.0,Comedy,False
"Acapulco, prima spiaggia... a sinistra",1983-02-02,0.007963,7.8,0.0,Comedy,False
Hands of Steel,1986-03-26,1.030584,4.9,94.0,"Action, Science Fiction",False
Casablanca Express,1989-12-22,0.000308,4.0,90.0,"Drama, Action, War, Foreign",False
The Fishmen and Their Queen,1995-01-01,0.003708,0.0,94.0,"Science Fiction, Horror, Adventure",False
L'allenatore nel pallone 2,2008-01-11,1.773828,4.1,108.0,Comedy,False
Solomon Northup's Odyssey,1984-01-02,0.361012,0.0,0.0,,False
Class of '61,1993-04-12,0.273414,0.0,95.0,"Adventure, Action, Drama",True
Sharpe's Gold,1995-04-01,1.13192,6.9,101.0,,False
Sharpe's Battle,1995-04-19,1.577834,7.0,100.0,"Action, Adventure, History, War",False
Sharpe's Sword,1995-04-26,1.26878,7.0,101.0,"History, Action, Adventure",False
Sharpe's Eagle,1993-05-12,1.683858,6.0,98.0,"Action, Adventure, History, War",False
Back to School with Franklin,2003-08-19,0.040437,10.0,47.0,"Animation, Family, Adventure",False
The New Babylon,1929-01-01,0.074347,5.0,120.0,"Drama, History, War",False
Let's Kill Ward's Wife,2014-12-23,10.224446,5.5,81.0,Comedy,False
The Magnificent Trio,1966-11-08,0.341629,6.8,103.0,"Action, Foreign",False
Force of Execution,2013-12-31,2.151259,5.1,98.0,"Action, Crime",False
Kaksparsh,2012-05-04,0.085867,8.0,147.0,Drama,False
A Merry Friggin' Christmas,2014-11-07,14.921478,4.7,88.0,Comedy,False
Ask Me Anything,2014-04-19,4.977232,5.5,100.0,"Drama, Mystery, Thriller",False
Three the Hard Way,1974-06-26,0.468913,6.6,89.0,Action,False
"Silent Night, Deadly Night 5: The Toy Maker",1991-11-06,1.240357,5.1,90.0,"Horror, Science Fiction",False
Santa Claus,1959-11-26,1.248299,1.6,94.0,"Drama, Family, Fantasy",False
In the Eyes of the World,1991-04-03,0.117314,6.5,95.0,"Thriller, Drama",False
Fame High,2012-04-21,0.31724,6.0,101.0,Documentary,False
Fire with Fire,1986-05-09,0.812368,4.4,103.0,"Drama, Romance",False
Fireball,2009-01-29,0.739991,4.6,94.0,"Adventure, Action, Science Fiction",False
First a Girl,1935-11-07,0.418695,6.5,94.0,Comedy,False
Fishtales,2007-08-24,0.964715,4.0,94.0,"Fantasy, Drama, Comedy, Science Fiction, Romance, Family, Foreign",False
Fitzwilly,1967-04-19,2.168226,5.7,102.0,"Romance, Comedy",False
Hotel Noir,2012-10-09,5.600473,5.6,97.0,"Crime, Drama",False
Jauja,2014-11-27,3.605278,7.0,108.0,"Western, Drama",False
The Grump,2014-09-05,2.681279,7.6,104.0,"Drama, Comedy",False
Summertime,2014-08-01,0.358817,4.6,90.0,Comedy,False
Boy Upside Down,2014-08-29,0.023784,7.0,94.0,"Comedy, Drama",False
The Forest,2012-12-14,0.497835,6.3,98.0,,True
The Swedish Moment,2014-11-07,0.055159,6.0,75.0,Comedy,False
Raspberry Boat Refugee,2014-08-19,1.035143,6.0,93.0,Comedy,False
"Girl, Positive",2007-06-25,1.442375,4.3,0.0,,False
Beauty Day,2011-06-10,0.760027,6.6,92.0,Documentary,False
Everything I Can See From Here,2013-02-01,0.045882,4.0,7.0,"Animation, Science Fiction",False
Hotarubi no Mori e,2011-09-17,0.005007,8.0,45.0,"Romance, Animation, Fantasy",False
Annie,2014-12-19,13.275529,6.0,119.0,"Comedy, Drama, Family",False
Castle of Blood,1964-02-27,0.684865,7.5,87.0,Horror,False
PK,2014-12-18,12.58752,7.7,153.0,"Comedy, Drama, Science Fiction",True
The Devil's Widow,1970-12-01,0.912847,6.0,106.0,"Thriller, Horror",False
Mirage Men,2013-06-13,0.686142,5.0,85.0,Documentary,False
Boats,2013-09-20,0.104465,3.5,6.0,Comedy,False
Final: The Rapture,2013-09-13,0.32926,4.6,90.0,Thriller,False
Finders Keepers,2014-10-18,2.814458,4.6,85.0,"Mystery, Thriller, Horror",False
Five Weeks in a Balloon,1962-01-01,0.386074,6.2,101.0,"Adventure, Action, Family, Comedy",False
Flesh and Blood,1922-08-22,0.024602,0.0,74.0,,False
Flesh Wounds,2011-06-09,0.748749,3.0,80.0,"Action, Thriller, Science Fiction",False
Flirtation Walk,1934-12-01,0.323876,2.5,97.0,"Music, Romance",False
Sansa,2004-01-29,0.056129,5.0,116.0,"Romance, Thriller",False
Foodfight!,2012-06-15,6.693589,2.3,87.0,"Animation, Action, Comedy, Family",False
Forbidden,1949-02-28,0.233108,7.0,87.0,"Thriller, Drama",False
Forbidden,1953-12-02,0.231607,6.3,85.0,"Drama, Crime",False
Forever Lulu,2000-01-01,1.899016,5.1,95.0,"Drama, Comedy, Romance",False
Forget Me Not,2011-05-06,1.733993,5.5,93.0,"Drama, Romance",False
Fort Massacre,1958-05-01,0.126986,5.3,80.0,"Action, Western",False
Fort Vengeance,1953-03-28,0.021966,0.0,75.0,Western,False
Fort Worth,1951-07-14,0.001489,0.0,80.0,Western,False
Shaka Zulu: The Last Great Warrior,2005-05-03,0.327513,5.3,179.0,Drama,False
Four Jills in a Jeep,1944-03-17,0.195853,7.0,89.0,"Comedy, Music",False
Four Wives,1939-12-25,0.174601,0.0,99.0,"Drama, Romance",False
Framed,1947-05-25,0.546214,6.3,82.0,"Crime, Drama",False
Francis of Assisi,1961-07-12,0.791888,6.2,105.0,"History, Drama",False
Frank & Jesse,1995-04-22,0.982153,6.7,105.0,"Action, Adventure, Drama, Western",False
Get Crazy,1983-08-05,0.584128,8.4,92.0,"Comedy, Music",False
America: Imagine the World Without Her,2014-07-02,1.313952,5.4,103.0,Documentary,False
Symphony of the Soil,2013-10-11,0.047271,10.0,104.0,"Documentary, Adventure",False
Another Me,2013-11-15,5.203937,4.7,86.0,"Thriller, Mystery",False
Bang Bang,1971-01-01,0.000578,7.5,80.0,"Comedy, Fantasy",False
Now You Know,2002-01-01,0.207584,5.7,102.0,"Comedy, Romance",False
Rocks in my Pockets,2014-08-21,0.829203,9.4,88.0,"Comedy, Animation, Drama",False
Daughters of Dolma,2013-11-21,0.018143,0.0,67.0,,False
My Rainy Days,2009-11-07,2.034642,6.9,119.0,"Drama, Romance",False
Bird People,2014-06-04,2.221776,5.2,128.0,"Drama, Fantasy, Romance",False
It Felt Like Love,2013-01-19,1.342329,5.4,82.0,Drama,False
Eye for an Eye,1966-03-18,0.118931,5.0,20.0,,False
Miss Granny,2014-01-22,2.057505,7.0,124.0,"Family, Drama",False
Intermezzo,1936-11-16,0.745522,5.5,93.0,"Drama, Romance",False
Joy of Living,1938-05-06,0.041484,6.0,91.0,"Comedy, Romance",False
Drishyam,2013-12-19,1.908761,8.1,160.0,"Crime, Thriller",True
Gloriously Wasted,2012-12-28,0.632621,5.2,85.0,,False
Thunderpants,2002-05-24,1.452692,4.6,83.0,"Comedy, Family, Science Fiction",False
That Man Bolt,1973-12-01,0.047005,5.8,103.0,"Action, Drama",False
Island of Terror,1966-06-20,2.500601,5.5,89.0,"Science Fiction, Horror",False
Moon Man,2012-12-19,1.211827,6.8,95.0,Family,False
The Fountain,1989-09-08,0.004948,4.5,100.0,Comedy,False
Foreign Exchange,2008-09-09,1.698566,3.7,85.0,Comedy,False
FrackNation,2013-01-07,0.382339,6.3,77.0,Documentary,False
Louis Cyr : The Strongest Man in the World,2013-07-12,2.000605,6.0,130.0,"Drama, History",False
Natural Selection,2011-03-13,0.416296,6.0,90.0,"Comedy, Drama",True
Comet,2014-12-05,6.93232,6.8,91.0,"Science Fiction, Comedy, Drama, Romance",False
Free and Easy,1930-03-22,0.984917,4.3,92.0,"Comedy, Music",False
Free Ride,2013-10-10,2.876327,5.4,86.0,"Action, Drama, Thriller",False
Freedom Strike,1998-09-26,0.495828,4.8,93.0,Action,False
Friday Foster,1975-12-25,1.05356,5.8,90.0,"Action, Thriller",False
From Above,2014-02-03,0.371546,0.5,112.0,"Romance, Drama",False
From Time to Time,2009-01-01,5.03926,6.2,95.0,"Adventure, Fantasy, Drama",False
Front Page Woman,1935-07-11,0.698276,6.8,82.0,"Comedy, Romance",False
Futuresport,1998-01-09,2.673038,4.5,91.0,"Action, Science Fiction",False
Gambling Lady,1934-03-31,1.200342,4.8,66.0,Drama,False
Gang in Blue,1996-09-08,0.652515,6.0,97.0,"Thriller, Action, Crime, Drama",False
A Summer in St. Tropez,1983-06-06,1.353097,5.8,59.0,"Drama, Romance",False
Garbo Talks,1984-10-12,0.871504,6.2,103.0,"Comedy, Drama",False
Garfield Gets Real,2007-09-30,3.190551,5.3,75.0,"Family, Animation, Comedy",True
Garfield's Fun Fest,2008-08-30,1.304562,5.1,79.0,"Comedy, Animation, Family",True
George Lopez: America's Mexican,2007-02-24,0.534723,10.0,65.0,Comedy,False
"George Lopez: It's Not Me, It's You",2012-07-24,0.810568,6.3,56.0,Comedy,False
"George Lopez: Tall, Dark & Chicano",2009-08-09,1.267411,4.3,90.0,Comedy,False
Geronimo,1962-05-01,0.400573,4.1,101.0,"History, Western",False
Cheech & Chong Get Out of My Room,1985-01-01,4.61363,5.2,53.0,"Comedy, Music",False
Get Yourself a College Girl,1964-12-18,0.003038,0.0,87.0,"Comedy, Music",False
Ghost Son,2007-04-05,0.783219,3.5,78.0,"Drama, Horror, Mystery, Thriller",False
Ghost Team One,2013-01-20,6.136155,4.9,107.0,"Comedy, Horror",False
The Invisible Boy,2014-12-18,4.349915,6.0,0.0,"Comedy, Adventure, Science Fiction, Fantasy",False
The 11 Commandments,2004-02-04,4.774788,5.3,85.0,"Drama, Comedy",False
Chappie,2015-03-04,30.206365,6.6,120.0,"Crime, Action, Science Fiction",True
Partysaurus Rex,2012-09-14,6.066171,7.4,7.0,"Animation, Comedy, Family, Fantasy",False
The Legend of Mor'du,2012-01-01,3.785848,5.9,6.0,"Animation, Family",False
Toy Story That Time Forgot,2014-12-02,8.609555,6.8,22.0,"Animation, Family",False
Implanted,2013-12-06,0.477036,4.3,88.0,"Drama, Mystery, Science Fiction",False
The Salt of the Earth,2014-09-27,5.154091,8.1,109.0,Documentary,False
"No Retreat, No Surrender 2: Raging Thunder",1988-01-28,0.699608,5.2,104.0,"Action, Adventure",False
Vincent: A Life in Color,2008-11-14,0.004988,0.0,96.0,Documentary,False
Lille Fridolf Och Jag,1956-10-29,0.113747,6.0,0.0,Comedy,False
The Call of the Wild,1972-11-30,1.023079,6.8,100.0,"Action, Adventure, Drama, Family",False
Hotel Sahara,1951-12-31,0.532447,7.0,96.0,,False
Double Confession,1950-04-01,0.200896,6.3,80.0,"Thriller, Crime",False
Three Men in a Boat,1956-12-23,0.276287,6.5,84.0,Comedy,False
Across the Bridge,1957-08-20,0.438243,5.3,103.0,"Drama, Thriller, Crime",False
The Hellions,1961-11-27,0.661806,3.3,80.0,"Adventure, Drama, Western",False
The Biggest Bundle of Them All,1968-01-17,0.526755,9.5,108.0,"Comedy, Crime",False
A Master Builder,2013-11-11,0.862858,6.2,130.0,Drama,False
The Snow White Murder Case,2014-03-29,2.940222,6.1,126.0,"Drama, Mystery, Thriller",False
Gimme Shelter,2013-10-17,5.636855,6.4,101.0,Drama,True
Girl Happy,1965-04-14,0.824304,5.8,96.0,"Comedy, Music, Romance",False
Big Shot: Confessions of a Campus Bookie,2002-03-31,0.11926,5.3,88.0,Drama,False
Girls Gone Dead,2012-03-28,2.181036,3.5,104.0,"Horror, Comedy",False
Go for It!,2011-05-13,1.029916,4.6,105.0,"Drama, Family",False
Going Hollywood,1933-12-22,0.196363,4.0,78.0,Romance,False
Gold Diggers in Paris,1938-06-11,0.715602,5.0,97.0,"Comedy, Music, Romance",False
Harvest,2011-03-11,0.966593,5.0,103.0,Drama,False
Zenobia,1939-04-21,0.397468,2.5,73.0,Comedy,False
Zebra in the Kitchen,1965-06-01,0.132194,5.0,92.0,"Comedy, Family",False
Jim Breuer: And Laughter for All,2013-06-07,0.219048,0.0,58.0,,False
How to Eat Your Watermelon in White Company (and Enjoy It),2005-01-01,0.050135,0.0,0.0,,False
In Vogue: The Editor's Eye,2012-12-06,1.096709,7.3,90.0,Documentary,False
Savannah,2013-04-25,1.663204,5.9,101.0,"Romance, History, Drama, Family",False
3 Simoa,2012-09-13,0.018845,0.0,90.0,Comedy,False
The Fool,2014-08-09,2.382734,8.1,116.0,Drama,False
The Disappeared,2008-06-08,0.379198,5.0,96.0,Documentary,False
The Dark Matter of Love,2012-11-01,0.815851,6.5,93.0,Documentary,False
Out Of The Clear Blue Sky,2012-08-17,0.298574,7.5,107.0,Documentary,False
The Call of the Wild,1976-05-22,0.160044,0.0,94.0,"Drama, Action, Family",False
Taken 3,2014-12-16,18.081483,6.1,109.0,"Thriller, Action",False
Blackhat,2015-01-13,14.932368,5.1,133.0,"Crime, Drama, Mystery",False
Tiger Eyes,2012-04-04,1.731435,5.5,92.0,Drama,False
Santa Fe,1951-04-01,0.884982,5.8,88.0,Western,False
Memed My Hawk,1984-05-10,0.008673,5.0,110.0,Drama,False
Let Freedom Ring,1939-02-24,0.809578,6.0,87.0,"Drama, Music, Romance",False
Home of the Brave,2004-01-01,0.660996,0.0,75.0,Documentary,False
City Cops,1989-11-18,0.085889,7.5,100.0,Action,False
Miami Exposé,1956-09-01,0.121358,5.0,73.0,"Crime, Drama",False
Beck 27 - Rum 302,2015-01-01,0.566619,6.4,95.0,"Thriller, Crime, Mystery",False
Odd Girl Out,2005-04-04,1.400182,5.0,120.0,"Drama, Family",False
By the Law,1926-01-01,0.375273,7.5,80.0,Drama,False
Queen Sized,2008-10-06,1.089673,3.6,87.0,"Drama, Family",False
Tru Confessions,2002-04-05,0.573647,5.7,112.0,"Family, Drama",False
All The Fine Young Cannibals,1960-09-15,0.315493,4.5,112.0,"Romance, Drama, Music",False
Headfirst,2014-12-26,0.071156,6.0,94.0,"Drama, Comedy",False
"Eila, Rampe ja Likka",2014-12-26,0.239708,5.3,93.0,Comedy,False
Lady Liberty,1971-01-01,0.668865,0.0,97.0,Comedy,False
Night Train,1959-09-06,2.230891,6.3,93.0,"Mystery, Thriller",False
Jump,1965-06-10,0.364454,7.0,104.0,Drama,False
Korso,2014-02-28,0.190927,5.4,83.0,Drama,False
Nocturna,2007-09-06,1.7564,5.5,80.0,Animation,False
Son of a Gun,2014-10-16,12.756464,6.1,108.0,"Action, Crime, Drama, Thriller",True
The Land,1942-01-02,0.021544,0.0,0.0,,True
Grass: A Nation's Battle for Life,1925-03-20,0.19921,8.0,71.0,Documentary,False
War-Gods of the Deep,1965-05-26,1.363235,4.8,84.0,"Adventure, Fantasy",False
That Naughty Girl,1956-04-10,0.331038,5.0,86.0,"Comedy, Romance",False
The Vixen,1969-11-07,0.31337,6.1,86.0,"Drama, Comedy, Romance",False
The Big Shave,1968-01-01,2.116885,6.9,6.0,Drama,False
What's a Nice Girl Like You Doing in a Place Like This?,1963-01-01,0.612494,6.1,9.0,"Comedy, Drama",False
Terminator Genisys,2015-06-23,30.188198,5.8,126.0,"Science Fiction, Action, Thriller, Adventure",False
Bad Day on the Block,1997-08-22,1.122814,5.4,88.0,"Drama, Thriller",False
Those Awful Hats,1909-01-25,0.680925,6.1,2.0,Comedy,False
Robin Williams: Weapons of Self Destruction,2009-12-06,2.174557,7.5,90.0,Comedy,False
John Mulaney: New In Town,2012-01-31,1.53828,8.0,60.0,Comedy,False
Come Dance with Me!,1959-12-28,0.693065,6.3,91.0,"Drama, Crime, Mystery",False
Patton Oswalt: Finest Hour,2011-09-05,0.129504,8.0,59.0,Comedy,False
Patton Oswalt: My Weakness Is Strong,2009-08-25,0.905823,7.7,63.0,Comedy,False
Patton Oswalt: Werewolves and Lollipops,2007-07-10,0.262641,6.9,54.0,Comedy,False
Kevin Nealon: Now Hear Me Out!,2009-09-04,0.158757,5.5,72.0,Comedy,False
"Kevin Nealon: Whelmed, But Not Overly",2012-08-04,0.578612,5.5,0.0,Comedy,False
The War at Home,1979-01-01,0.040128,8.0,0.0,,False
One Bright Shining Moment,2005-09-16,0.037986,0.0,123.0,Documentary,False
The Woman in Black 2: Angel of Death,2014-12-30,6.942139,5.0,90.0,"Thriller, Horror, Drama",False
Sherlock Holmes: The Hound of the Baskervilles,1988-08-31,1.831212,6.6,105.0,"Drama, Comedy, Thriller, Mystery",False
Scattered Clouds,1967-11-18,0.725312,7.6,108.0,"Romance, Drama",False
Dealin' with Idiots,2013-07-12,1.369498,5.0,86.0,Comedy,False
Super Capers,2009-01-01,1.221836,2.5,98.0,"Adventure, Action, Comedy, Science Fiction, Family",False
Fight for Your Right Revisited,2011-04-22,5.184915,6.7,30.0,"Music, Comedy",False
Busting,1974-02-27,0.795192,7.7,92.0,"Drama, Action, Crime",False
Comes a Bright Day,2012-02-12,4.947552,5.4,91.0,"Romance, Thriller",False
Frankenstein,2004-10-05,1.215853,6.0,115.0,"Drama, Horror, Science Fiction, Mystery",False
"North and South, Book II",1986-05-04,1.080461,6.7,0.0,,False
Penthouse North,2013-04-17,6.377068,5.5,90.0,"Thriller, Drama",False
Johan Falk: GSI - Gruppen för särskilda insatser,2009-06-25,1.650679,7.2,113.0,"Action, Thriller",False
Johan Falk: Vapenbröder,2009-09-22,1.286971,6.6,93.0,"Action, Thriller",False
Cheeky Girls,2008-07-17,1.231199,5.5,97.0,"Comedy, Drama",False
Fresh Guacamole,2012-03-02,4.406065,7.6,2.0,Animation,False
Adam and Dog,2013-02-01,1.30961,6.8,16.0,"Drama, Animation",False
Bloodsuckers,2005-07-30,0.722339,4.4,99.0,"Horror, Science Fiction",False
Poolside,2012-01-01,0.088651,9.0,15.0,"Crime, Drama",False
Stuntwoman,1977-10-05,1.43083,5.8,100.0,"Action, Comedy",False
Doodlebug,1997-01-01,3.729927,6.6,3.0,"Fantasy, Mystery",False
Jean-Luc Cinema Godard,2009-09-30,0.004841,0.0,24.0,Documentary,False
Tropico,2013-12-05,1.759584,8.4,27.0,"Fantasy, Music",False
Workers Leaving the Lumière Factory,1895-06-10,0.693917,6.2,1.0,Documentary,False
A Night at the Movies: The Horrors of Stephen King,2011-10-03,0.679242,7.7,58.0,"Documentary, TV Movie",False
A Night at the Movies: The Suspenseful World of Thrillers,2009-10-02,0.042765,9.0,58.0,Documentary,False
"Bianco, rosso e Verdone",1981-02-20,4.178734,7.1,110.0,Comedy,False
Borotalco,1982-01-22,0.015022,6.5,107.0,Comedy,False
Soap and Water,1983-10-27,2.058947,6.7,109.0,Comedy,False
I due carabinieri,1984-01-01,0.169231,5.9,0.0,Comedy,False
Great!,1986-01-01,1.682762,6.2,110.0,Comedy,False
My Sister and I,1987-12-19,0.130579,8.0,110.0,Comedy,False
Compagni di scuola,1988-12-12,1.914778,6.8,0.0,"Comedy, Drama",False
The Child and the Policeman,1989-01-01,0.568246,5.4,0.0,,False
Maledetto il giorno che t'ho incontrato,1992-01-31,1.100118,6.4,95.0,,False
Perdiamoci di vista!,1994-01-01,0.414483,6.3,0.0,,False
Viaggi di nozze,1995-12-15,4.32364,6.9,103.0,,False
Iris Blond,1996-01-01,1.066085,5.3,113.0,,False
Gallo cedrone,1998-10-16,1.735198,5.0,0.0,Comedy,False
A Chinese in a Coma,2000-03-01,1.234936,5.7,108.0,Comedy,False
Love Is Eternal While It Lasts,2004-02-20,2.031126,6.0,108.0,Comedy,False
Ma che colpa abbiamo noi,2003-01-10,0.465185,6.1,0.0,,False
My best enemy,2006-03-10,3.592797,5.8,110.0,Comedy,False
"Grande, grosso e Verdone",2008-03-07,4.309426,5.6,0.0,Family,False
"Me, Them And Lara",2010-01-01,2.303734,5.4,115.0,"Comedy, Drama",False
Posti in piedi in paradiso,2012-03-02,3.117252,5.7,0.0,"Comedy, Drama",False
Man on High Heels,2014-06-01,1.063154,6.7,125.0,Action,False
Miss Zombie,2013-09-14,2.619554,6.4,85.0,"Horror, Drama",False
Sotto una buona stella,2014-02-13,3.469853,5.9,0.0,Comedy,False
Shinbone Alley,1970-06-26,3.8e-05,0.0,85.0,"Animation, Music",False
Lullaby,2014-06-13,1.679045,5.3,117.0,Drama,False
Over Your Dead Body,2014-08-23,0.459802,7.1,93.0,Horror,False
A Walk in the Old City of Warsaw,1958-12-31,0.053252,7.0,18.0,,False
Korengal,2014-05-30,1.03755,7.1,84.0,Documentary,False
The Hire: Powder Keg,2001-01-01,1.30639,6.8,14.0,Action,False
The Hire: Chosen,2001-01-01,1.686588,6.8,6.0,Action,False
The Hire: Ambush,2001-01-01,0.910518,6.7,6.0,Action,False
The Hire: Ticker,2002-01-01,1.194806,6.1,11.0,"Action, Adventure",False
The Hire: Beat the Devil,2002-11-22,0.872822,6.5,9.0,"Comedy, Drama, Romance",False
The Hire: Hostage,2002-01-01,1.043612,6.5,11.0,"Action, Adventure",False
"Pancho, el perro millonario",2014-06-06,0.661399,4.1,95.0,Comedy,False
The Reef 2: High Tide,2012-10-30,1.675072,2.3,80.0,"Animation, Family",False
Filly Brown,2013-04-19,0.445222,5.9,100.0,Drama,False
The Winter of Discontent,2013-08-23,0.542998,5.0,96.0,"Drama, Foreign",False
The Nautical Chart,2007-08-31,0.33911,7.5,0.0,,False
Space Buddies,2009-02-02,8.167788,4.0,84.0,"Comedy, Adventure, Drama, Family",False
All Relative,2014-11-21,0.760099,5.3,85.0,"Romance, Comedy, Drama",False
Imagine I'm Beautiful,2014-01-01,0.705234,6.5,91.0,Drama,False
The Body of My Enemy,1976-10-13,0.662019,6.2,120.0,"Crime, Drama, Mystery",False
Pasha,1968-03-14,1.049774,6.7,90.0,"Drama, Crime",False
The Gentleman from Epsom,1962-10-03,0.551331,5.8,82.0,"Comedy, Crime",False
The Great Spy Chase,1964-12-10,1.576968,6.5,105.0,"Action, Comedy, Mystery, Thriller",False
Taxi for Tobruk,1961-05-09,1.951488,6.3,95.0,"History, Drama, War",False
Forbidden Kingdom,2014-01-30,5.653476,4.9,127.0,"Thriller, Adventure, Mystery, Fantasy",False
"Excuse Me Darling, But Lucas Loved Me",1997-01-30,0.072695,5.0,92.0,Comedy,False
Stay,2013-09-08,2.96721,4.6,99.0,Drama,False
No Distance Left to Run,2010-01-14,0.346651,6.9,104.0,Documentary,False
Santos,2008-10-10,0.153135,5.0,100.0,"Fantasy, Action, Comedy, Science Fiction, Romance, Foreign",False
A Patriotic Man,2013-12-04,0.366128,6.5,97.0,"Drama, Comedy",False
Houdini,2014-09-01,3.988645,7.1,210.0,"TV Movie, Drama, History",False
A Night for Dying Tigers,2010-09-10,0.508032,4.0,96.0,"Drama, Comedy",False
June Night,1940-04-03,0.384436,6.0,88.0,Drama,False
Fear,1954-11-05,0.843535,6.4,83.0,Thriller,False
Hedda Gabler,1962-12-28,0.389782,7.0,75.0,Drama,False
A Matter of Time,1976-10-07,0.079472,8.0,97.0,"Drama, Fantasy",False
Angele,1934-10-26,0.270098,5.5,145.0,Drama,False
Harvest,1937-10-28,0.050314,5.0,127.0,Drama,False
The Well-Digger's Daughter,1940-12-20,0.090592,7.0,0.0,"Drama, Romance, Comedy",False
Topaze,1951-01-25,0.6505,7.0,136.0,Comedy,False
Manon of the Spring,1952-12-16,0.499113,6.9,225.0,Drama,False
The House on 56th Street,1933-12-23,0.136997,8.0,68.0,"History, Drama",False
Daughter of Shanghai,1937-12-17,0.386572,6.0,62.0,"Crime, Drama, Romance",False
Lady Gangster,1942-04-01,0.635338,6.5,62.0,"Crime, Drama",False
God Is My Co-Pilot,1945-04-07,0.739619,4.0,90.0,"Action, Adventure, War",False
Danger Signal,1945-11-14,0.221643,2.4,78.0,"Crime, Thriller, Drama",False
The Crooked Way,1949-04-22,1.302981,5.3,90.0,"Crime, Drama",False
The Color of Rain,2014-05-31,0.727583,5.8,82.0,"TV Movie, Drama",False
To Grandmother's House We Go,1992-12-06,0.909592,5.6,96.0,"Family, Adventure, Comedy",False
101 Dalmatians II: Patch's London Adventure,2003-01-21,10.398905,5.7,70.0,"Animation, Family",False
Such a Pretty Little Beach,1949-01-19,0.632151,5.4,91.0,Drama,False
Justin Bieber: Never Say Never,2011-02-11,5.892524,4.8,105.0,"Documentary, Music, Family",True
Van Wilder: Freshman Year,2009-06-02,8.30643,5.2,100.0,Comedy,False
V,1983-05-01,3.330159,6.9,197.0,"Drama, Science Fiction, Action, Adventure",False
Shriek If You Know What I Did Last Friday the Thirteenth,2000-10-17,3.956594,4.8,86.0,Comedy,False
Tarzan,2013-07-25,8.651247,5.5,94.0,"Animation, Action, Adventure, Family",True
Highlander V: The Source,2007-02-06,6.06417,3.5,86.0,"Action, Fantasy, Science Fiction",False
"North and South, Book I",1985-11-03,2.238623,6.9,561.0,"Drama, History, Western",False
Seed,2007-04-27,1.782765,3.6,90.0,Horror,False
StreetDance 2,2012-03-30,5.728471,5.3,85.0,"Drama, Romance",False
The Car,1977-05-12,3.526676,6.2,96.0,"Horror, Mystery",True
The Hungover Games,2014-02-01,6.125484,4.3,86.0,Comedy,False
Ishq,1997-11-28,0.668028,5.3,161.0,"Action, Comedy, Drama, Foreign, Romance",False
Nurse 3-D,2013-09-28,5.192042,4.9,99.0,"Horror, Thriller",False
Wrong Turn 5: Bloodlines,2012-10-23,10.556938,4.7,91.0,"Horror, Thriller",False
How The West Was Fun,1994-11-19,2.725497,4.6,96.0,"Drama, Family",False
A Cry in the Wild,1990-06-01,0.80227,6.7,82.0,"Drama, Family",False
Flu,2013-08-14,4.522582,7.0,122.0,"Action, Drama, Science Fiction",False
McCullin,2012-04-26,0.869409,7.5,89.0,Documentary,False
The Fox & the Child,2007-12-27,4.625825,6.4,110.0,Comedy,False
Lili's Apron,2004-01-24,0.002505,0.0,90.0,"Drama, Comedy, Romance, Foreign",False
The White Haired Witch of Lunar Kingdom,2014-02-14,1.134239,4.8,104.0,"Romance, Fantasy, Action",False
Kevin Hart: Let Me Explain,2013-07-03,11.110533,7.0,74.0,"Comedy, Documentary",True
"Tad, the Lost Explorer",2012-08-31,11.003515,5.6,90.0,"Animation, Comedy, Adventure, Family",False
V: The Final Battle,1984-05-06,3.126689,7.3,272.0,Science Fiction,False
Tactical Force,2011-08-09,3.015625,5.1,91.0,"Action, Thriller",False
Shark Attack 3: Megalodon,2002-11-26,1.093584,4.2,99.0,Horror,False
Prowl,2010-09-04,1.573101,4.4,81.0,"Horror, Thriller",False
The Duke of Burgundy,2014-10-18,6.509546,6.1,101.0,Drama,False
Red Army,2014-08-13,3.898604,7.3,76.0,"Documentary, History",False
Must Have Been Love,2012-10-18,0.420708,7.5,90.0,Romance,False
Shortcut to Happiness,2003-02-19,3.201148,5.1,106.0,"Fantasy, Drama, Comedy, Science Fiction",False
Java Heat,2013-03-06,4.601191,5.1,104.0,"Action, Crime, Drama, Thriller",False
The Sasquatch Gang,2006-01-01,1.956502,4.1,84.0,"Comedy, Family",False
Peeples,2013-05-09,8.043632,5.6,95.0,Comedy,False
